movie_id,genre
tt0048424,Drama
tt0048424,Film-Noir
tt0052311,Crime
tt0052311,Drama
tt0052311,Film-Noir
tt0039689,Crime
tt0039689,Drama
tt0039689,Film-Noir
tt0051036,Drama
tt0051036,Film-Noir
tt0038355,Crime
tt0038355,Film-Noir
tt0038355,Mystery
tt0044079,Crime
tt0044079,Drama
tt0044079,Film-Noir
tt0038787,Drama
tt0038787,Film-Noir
tt0038787,Romance
tt0049406,Crime
tt0049406,Drama
tt0049406,Film-Noir
tt0037008,Drama
tt0037008,Film-Noir
tt0037008,Mystery
tt0042593,Drama
tt0042593,Film-Noir
tt0042593,Mystery
tt0037913,Crime
tt0037913,Drama
tt0037913,Film-Noir
tt0045555,Crime
tt0045555,Film-Noir
tt0045555,Thriller
tt0037884,Drama
tt0037884,Film-Noir
tt0108052,Biography
tt0108052,Drama
tt0108052,History
tt15398776,Biography
tt15398776,Drama
tt15398776,History
tt10280296,Biography
tt10280296,Crime
tt10280296,Drama
tt0112573,Biography
tt0112573,Drama
tt0112573,History
tt8503618,Biography
tt8503618,Drama
tt8503618,History
tt6316138,Biography
tt6316138,Drama
tt6316138,History
tt0057115,Adventure
tt0057115,Drama
tt0057115,History
tt0363163,Biography
tt0363163,Drama
tt0363163,History
tt8291224,Action
tt8291224,Drama
tt8291224,History
tt2119532,Biography
tt2119532,Drama
tt2119532,History
tt2024544,Biography
tt2024544,Drama
tt2024544,History
tt0395169,Biography
tt0395169,Drama
tt0395169,History
tt0074896,Biography
tt0074896,Drama
tt0074896,History
tt0060107,Biography
tt0060107,Drama
tt0060107,History
tt0019254,Biography
tt0019254,Drama
tt0019254,History
tt0053946,Biography
tt0053946,Drama
tt0053946,History
tt1504320,Biography
tt1504320,Drama
tt1504320,History
tt0102138,Drama
tt0102138,History
tt0102138,Thriller
tt0083987,Biography
tt0083987,Drama
tt0083987,History
tt0808417,Animation
tt0808417,Biography
tt0808417,Drama
tt0078748,Horror
tt0078748,Sci-Fi
tt0054215,Horror
tt0054215,Mystery
tt0054215,Thriller
tt23289160,Action
tt23289160,Adventure
tt23289160,Drama
tt0081505,Drama
tt0081505,Horror
tt0084787,Horror
tt0084787,Mystery
tt0084787,Sci-Fi
tt8239946,Drama
tt8239946,Fantasy
tt8239946,Horror
tt0070047,Horror
tt0046911,Crime
tt0046911,Drama
tt0046911,Horror
tt0063522,Drama
tt0063522,Horror
tt0056687,Drama
tt0056687,Horror
tt0056687,Thriller
tt0010323,Horror
tt0010323,Mystery
tt0010323,Thriller
tt0365748,Comedy
tt0365748,Horror
tt0013442,Fantasy
tt0013442,Horror
tt0024216,Adventure
tt0024216,Horror
tt0024216,Sci-Fi
tt5052448,Horror
tt5052448,Mystery
tt5052448,Thriller
tt0093773,Action
tt0093773,Adventure
tt0093773,Horror
tt1139797,Drama
tt1139797,Fantasy
tt1139797,Horror
tt0077402,Horror
tt0077402,Thriller
tt0022913,Drama
tt0022913,Horror
tt0063350,Horror
tt0063350,Thriller
tt2582802,Drama
tt2582802,Music
tt0253474,Biography
tt0253474,Drama
tt0253474,Music
tt0086879,Biography
tt0086879,Drama
tt0086879,Music
tt2380307,Animation
tt2380307,Adventure
tt2380307,Drama
tt6966692,Biography
tt6966692,Comedy
tt6966692,Drama
tt0053291,Comedy
tt0053291,Music
tt0053291,Romance
tt0040725,Drama
tt0040725,Music
tt0040725,Romance
tt0106332,Drama
tt0106332,Music
tt0106332,Romance
tt0077711,Drama
tt0077711,Music
tt3783958,Comedy
tt3783958,Drama
tt3783958,Music
tt10366460,Comedy
tt10366460,Drama
tt10366460,Music
tt2948372,Animation
tt2948372,Adventure
tt2948372,Comedy
tt0084503,Drama
tt0084503,Fantasy
tt0084503,Music
tt0120731,Drama
tt0120731,Music
tt0120731,Romance
tt0181875,Adventure
tt0181875,Comedy
tt0181875,Drama
tt1727824,Biography
tt1727824,Drama
tt1727824,Music
tt0080455,Action
tt0080455,Adventure
tt0080455,Comedy
tt0088258,Comedy
tt0088258,Music
tt3544112,Comedy
tt3544112,Drama
tt3544112,Music
tt0108394,Drama
tt0108394,Music
tt0108394,Mystery
tt0110357,Animation
tt0110357,Adventure
tt0110357,Drama
tt8503618,Biography
tt8503618,Drama
tt8503618,History
tt0045152,Comedy
tt0045152,Musical
tt0045152,Romance
tt0367110,Drama
tt0367110,Musical
tt1562872,Comedy
tt1562872,Drama
tt1562872,Musical
tt0059742,Biography
tt0059742,Drama
tt0059742,Family
tt0032138,Adventure
tt0032138,Family
tt0032138,Fantasy
tt0073707,Action
tt0073707,Adventure
tt0073707,Comedy
tt0169102,Drama
tt0169102,Musical
tt0169102,Sport
tt0066763,Drama
tt0066763,Musical
tt3783958,Comedy
tt3783958,Drama
tt3783958,Music
tt0101414,Animation
tt0101414,Family
tt0101414,Fantasy
tt0103639,Animation
tt0103639,Adventure
tt0103639,Comedy
tt0067093,Drama
tt0067093,Family
tt0067093,Musical
tt0107688,Animation
tt0107688,Family
tt0107688,Fantasy
tt0080455,Action
tt0080455,Adventure
tt0080455,Comedy
tt0168629,Crime
tt0168629,Drama
tt0168629,Musical
tt0347304,Comedy
tt0347304,Drama
tt0347304,Musical
tt0104940,Comedy
tt0104940,Drama
tt0104940,Family
tt0067992,Family
tt0067992,Fantasy
tt0067992,Musical
tt15097216,Crime
tt15097216,Drama
tt15097216,Mystery
tt0120689,Crime
tt0120689,Drama
tt0120689,Fantasy
tt0114369,Crime
tt0114369,Drama
tt0114369,Mystery
tt0245429,Animation
tt0245429,Adventure
tt0245429,Family
tt0056058,Action
tt0056058,Drama
tt0056058,Mystery
tt20850406,Action
tt20850406,Drama
tt20850406,Mystery
tt0482571,Drama
tt0482571,Mystery
tt0482571,Sci-Fi
tt0114814,Crime
tt0114814,Drama
tt0114814,Mystery
tt0047396,Mystery
tt0047396,Thriller
tt0054215,Horror
tt0054215,Mystery
tt0054215,Thriller
tt0364569,Action
tt0364569,Drama
tt0364569,Mystery
tt0209144,Mystery
tt0209144,Thriller
tt0078788,Drama
tt0078788,Mystery
tt0078788,War
tt0051201,Crime
tt0051201,Drama
tt0051201,Mystery
tt2380307,Animation
tt2380307,Adventure
tt2380307,Drama
tt0405094,Drama
tt0405094,Mystery
tt0405094,Thriller
tt0057565,Crime
tt0057565,Drama
tt0057565,Mystery
tt0053125,Action
tt0053125,Adventure
tt0053125,Mystery
tt0052357,Mystery
tt0052357,Romance
tt0052357,Thriller
tt1255953,Drama
tt1255953,Mystery
tt1255953,War
tt0109830,Drama
tt0109830,Romance
tt0038650,Drama
tt0038650,Family
tt0038650,Fantasy
tt0118799,Comedy
tt0118799,Drama
tt0118799,Romance
tt20850406,Action
tt20850406,Drama
tt20850406,Mystery
tt0034583,Drama
tt0034583,Romance
tt0034583,War
tt0095765,Drama
tt0095765,Romance
tt0027977,Comedy
tt0027977,Drama
tt0027977,Romance
tt0021749,Comedy
tt0021749,Drama
tt0021749,Romance
tt7019842,Drama
tt7019842,Romance
tt5311514,Animation
tt5311514,Drama
tt5311514,Fantasy
tt0119217,Drama
tt0119217,Romance
tt0338013,Drama
tt0338013,Romance
tt0338013,Sci-Fi
tt0052357,Mystery
tt0052357,Romance
tt0052357,Thriller
tt0053604,Comedy
tt0053604,Drama
tt0053604,Romance
tt0211915,Comedy
tt0211915,Romance
tt0045152,Comedy
tt0045152,Musical
tt0045152,Romance
tt9052870,Comedy
tt9052870,Drama
tt9052870,Romance
tt0031381,Drama
tt0031381,Romance
tt0031381,War
tt0053291,Comedy
tt0053291,Music
tt0053291,Romance
tt1305806,Drama
tt1305806,Mystery
tt1305806,Romance
tt1375666,Action
tt1375666,Adventure
tt1375666,Sci-Fi
tt0816692,Adventure
tt0816692,Drama
tt0816692,Sci-Fi
tt0133093,Action
tt0133093,Sci-Fi
tt0080684,Action
tt0080684,Adventure
tt0080684,Fantasy
tt9362722,Animation
tt9362722,Action
tt9362722,Adventure
tt0076759,Action
tt0076759,Adventure
tt0076759,Fantasy
tt0103064,Action
tt0103064,Sci-Fi
tt0088763,Adventure
tt0088763,Comedy
tt0088763,Sci-Fi
tt0078748,Horror
tt0078748,Sci-Fi
tt0482571,Drama
tt0482571,Mystery
tt0482571,Sci-Fi
tt23289160,Action
tt23289160,Adventure
tt23289160,Drama
tt4154796,Action
tt4154796,Adventure
tt4154796,Drama
tt4633694,Animation
tt4633694,Action
tt4633694,Adventure
tt0090605,Action
tt0090605,Adventure
tt0090605,Sci-Fi
tt4154756,Action
tt4154756,Adventure
tt4154756,Sci-Fi
tt0910970,Animation
tt0910970,Adventure
tt0910970,Family
tt0338013,Drama
tt0338013,Romance
tt0338013,Sci-Fi
tt0066921,Crime
tt0066921,Sci-Fi
tt0062622,Adventure
tt0062622,Sci-Fi
tt0086190,Action
tt0086190,Adventure
tt0086190,Fantasy
tt5074352,Action
tt5074352,Biography
tt5074352,Drama
tt0118849,Drama
tt0118849,Family
tt0118849,Sport
tt2356180,Biography
tt2356180,Drama
tt2356180,Sport
tt1620933,Action
tt1620933,Biography
tt1620933,Crime
tt1950186,Action
tt1950186,Biography
tt1950186,Drama
tt0075148,Drama
tt0075148,Sport
tt1979320,Action
tt1979320,Biography
tt1979320,Drama
tt1291584,Action
tt1291584,Drama
tt1291584,Sport
tt0081398,Biography
tt0081398,Drama
tt0081398,Sport
tt0405159,Drama
tt0405159,Sport
tt0169102,Drama
tt0169102,Musical
tt0169102,Sport
tt0871510,Drama
tt0871510,Family
tt0871510,Sport
tt0352248,Biography
tt0352248,Drama
tt0352248,Romance
tt0054997,Drama
tt0054997,Sport
tt4169250,Biography
tt4169250,Drama
tt4169250,Sport
tt1125849,Drama
tt1125849,Sport
tt0210945,Biography
tt0210945,Drama
tt0210945,Sport
tt0964517,Action
tt0964517,Biography
tt0964517,Drama
tt0108037,Comedy
tt0108037,Drama
tt0108037,Family
tt0412080,Biography
tt0412080,Drama
tt0412080,Sport
tt0468569,Action
tt0468569,Crime
tt0468569,Drama
tt1375666,Action
tt1375666,Adventure
tt1375666,Sci-Fi
tt0114369,Crime
tt0114369,Drama
tt0114369,Mystery
tt0102926,Crime
tt0102926,Drama
tt0102926,Thriller
tt6751668,Drama
tt6751668,Thriller
tt0407887,Crime
tt0407887,Drama
tt0407887,Thriller
tt0110413,Action
tt0110413,Crime
tt0110413,Drama
tt0482571,Drama
tt0482571,Mystery
tt0482571,Sci-Fi
tt0114814,Crime
tt0114814,Drama
tt0114814,Mystery
tt0047396,Mystery
tt0047396,Thriller
tt0054215,Horror
tt0054215,Mystery
tt0054215,Thriller
tt0364569,Action
tt0364569,Drama
tt0364569,Mystery
tt7286456,Crime
tt7286456,Drama
tt7286456,Thriller
tt1345836,Action
tt1345836,Drama
tt1345836,Thriller
tt0090605,Action
tt0090605,Adventure
tt0090605,Sci-Fi
tt0209144,Mystery
tt0209144,Thriller
tt0091251,Drama
tt0091251,Thriller
tt0091251,War
tt0051201,Crime
tt0051201,Drama
tt0051201,Mystery
tt0405094,Drama
tt0405094,Mystery
tt0405094,Thriller
tt0057565,Crime
tt0057565,Drama
tt0057565,Mystery
tt0120815,Drama
tt0120815,War
tt0118799,Comedy
tt0118799,Drama
tt0118799,Romance
tt0034583,Drama
tt0034583,Romance
tt0034583,War
tt0253474,Biography
tt0253474,Drama
tt0253474,Music
tt0095327,Animation
tt0095327,Drama
tt0095327,War
tt0361748,Adventure
tt0361748,Drama
tt0361748,War
tt0078788,Drama
tt0078788,Mystery
tt0078788,War
tt0091251,Drama
tt0091251,Thriller
tt0091251,War
tt0057012,Comedy
tt0057012,War
tt0082096,Drama
tt0082096,War
tt0050825,Drama
tt0050825,War
tt0032553,Comedy
tt0032553,Drama
tt0032553,War
tt0112573,Biography
tt0112573,Drama
tt0112573,History
tt1255953,Drama
tt1255953,Mystery
tt1255953,War
tt0093058,Drama
tt0093058,War
tt0056172,Adventure
tt0056172,Biography
tt0056172,Drama
tt0055031,Drama
tt0055031,War
tt10295212,Action
tt10295212,Biography
tt10295212,Drama
tt6316138,Biography
tt6316138,Drama
tt6316138,History
tt0057115,Adventure
tt0057115,Drama
tt0057115,History
tt0060196,Adventure
tt0060196,Western
tt1853728,Drama
tt1853728,Western
tt0064116,Western
tt0105695,Drama
tt0105695,Western
tt0059578,Drama
tt0059578,Western
tt0040897,Adventure
tt0040897,Drama
tt0040897,Western
tt0056217,Drama
tt0056217,Western
tt0073707,Action
tt0073707,Adventure
tt0073707,Comedy
tt0015864,Adventure
tt0015864,Comedy
tt0015864,Drama
tt1663202,Action
tt1663202,Adventure
tt1663202,Drama
tt0099348,Adventure
tt0099348,Drama
tt0099348,Western
tt0053221,Drama
tt0053221,Western
tt0064115,Biography
tt0064115,Crime
tt0064115,Drama
tt0044706,Drama
tt0044706,Thriller
tt0044706,Western
tt0058461,Action
tt0058461,Drama
tt0058461,Western
tt0065214,Action
tt0065214,Adventure
tt0065214,Drama
tt5537002,Crime
tt5537002,Drama
tt5537002,History
tt0108358,Biography
tt0108358,Drama
tt0108358,History
tt3460252,Crime
tt3460252,Drama
tt3460252,Mystery
tt0075029,Western
