movie_id,genre
tt0468569,Action
tt0468569,Crime
tt0468569,Drama
tt0167260,Action
tt0167260,Adventure
tt0167260,Drama
tt0120737,Action
tt0120737,Adventure
tt0120737,Drama
tt1375666,Action
tt1375666,Adventure
tt1375666,Sci-Fi
tt0167261,Action
tt0167261,Adventure
tt0167261,Drama
tt0133093,Action
tt0133093,Sci-Fi
tt0080684,Action
tt0080684,Adventure
tt0080684,Fantasy
tt10189514,Action
tt10189514,Drama
tt9362722,Animation
tt9362722,Action
tt9362722,Adventure
tt0076759,Action
tt0076759,Adventure
tt0076759,Fantasy
tt0103064,Action
tt0103064,Sci-Fi
tt0047478,Action
tt0047478,Drama
tt0056058,Action
tt0056058,Drama
tt0056058,Mystery
tt20850406,Action
tt20850406,Drama
tt20850406,Mystery
tt0172495,Action
tt0172495,Adventure
tt0172495,Drama
tt0110413,Action
tt0110413,Crime
tt0110413,Drama
tt23289160,Action
tt23289160,Adventure
tt23289160,Drama
tt0082971,Action
tt0082971,Adventure
tt0364569,Action
tt0364569,Drama
tt0364569,Mystery
tt4154796,Action
tt4154796,Adventure
tt4154796,Drama
tt0167260,Action
tt0167260,Adventure
tt0167260,Drama
tt0120737,Action
tt0120737,Adventure
tt0120737,Drama
tt1375666,Action
tt1375666,Adventure
tt1375666,Sci-Fi
tt0167261,Action
tt0167261,Adventure
tt0167261,Drama
tt0060196,Adventure
tt0060196,Western
tt7466810,Adventure
tt7466810,Comedy
tt7466810,Drama
tt0816692,Adventure
tt0816692,Drama
tt0816692,Sci-Fi
tt0080684,Action
tt0080684,Adventure
tt0080684,Fantasy
tt9362722,Animation
tt9362722,Action
tt9362722,Adventure
tt0245429,Animation
tt0245429,Adventure
tt0245429,Family
tt0076759,Action
tt0076759,Adventure
tt0076759,Fantasy
tt0172495,Action
tt0172495,Adventure
tt0172495,Drama
tt0088763,Adventure
tt0088763,Comedy
tt0088763,Sci-Fi
tt0110357,Animation
tt0110357,Adventure
tt0110357,Drama
tt23289160,Action
tt23289160,Adventure
tt23289160,Drama
tt0082971,Action
tt0082971,Adventure
tt0361748,Adventure
tt0361748,Drama
tt0361748,War
tt4154796,Action
tt4154796,Adventure
tt4154796,Drama
tt4633694,Animation
tt4633694,Action
tt4633694,Adventure
tt0090605,Action
tt0090605,Adventure
tt0090605,Sci-Fi
tt9362722,Animation
tt9362722,Action
tt9362722,Adventure
tt0245429,Animation
tt0245429,Adventure
tt0245429,Family
tt0110357,Animation
tt0110357,Adventure
tt0110357,Drama
tt0095327,Animation
tt0095327,Drama
tt0095327,War
tt4633694,Animation
tt4633694,Action
tt4633694,Adventure
tt5311514,Animation
tt5311514,Drama
tt5311514,Fantasy
tt2380307,Animation
tt2380307,Adventure
tt2380307,Drama
tt0910970,Animation
tt0910970,Adventure
tt0910970,Family
tt0114709,Animation
tt0114709,Adventure
tt0114709,Comedy
tt0119698,Animation
tt0119698,Action
tt0119698,Adventure
tt1049413,Animation
tt1049413,Adventure
tt1049413,Comedy
tt0435761,Animation
tt0435761,Adventure
tt0435761,Comedy
tt4729430,Animation
tt4729430,Adventure
tt4729430,Comedy
tt0347149,Animation
tt0347149,Adventure
tt0347149,Family
tt0266543,Animation
tt0266543,Adventure
tt0266543,Comedy
tt11032374,Animation
tt11032374,Action
tt11032374,Adventure
tt2096673,Animation
tt2096673,Adventure
tt2096673,Comedy
tt0382932,Animation
tt0382932,Adventure
tt0382932,Comedy
tt0892769,Animation
tt0892769,Action
tt0892769,Adventure
tt0198781,Animation
tt0198781,Adventure
tt0198781,Comedy
tt23849204,Biography
tt23849204,Drama
tt0108052,Biography
tt0108052,Drama
tt0108052,History
tt0099685,Biography
tt0099685,Crime
tt0099685,Drama
tt9263550,Biography
tt9263550,Drama
tt0253474,Biography
tt0253474,Drama
tt0253474,Music
tt1675434,Biography
tt1675434,Comedy
tt1675434,Drama
tt15398776,Biography
tt15398776,Drama
tt15398776,History
tt0086879,Biography
tt0086879,Drama
tt0086879,Music
tt10280296,Biography
tt10280296,Crime
tt10280296,Drama
tt0112573,Biography
tt0112573,Drama
tt0112573,History
tt8503618,Biography
tt8503618,Drama
tt8503618,History
tt0056172,Adventure
tt0056172,Biography
tt0056172,Drama
tt5074352,Action
tt5074352,Biography
tt5074352,Drama
tt10295212,Action
tt10295212,Biography
tt10295212,Drama
tt6316138,Biography
tt6316138,Drama
tt6316138,History
tt0993846,Biography
tt0993846,Comedy
tt0993846,Crime
tt6966692,Biography
tt6966692,Comedy
tt6966692,Drama
tt0268978,Biography
tt0268978,Drama
tt0268978,Mystery
tt0363163,Biography
tt0363163,Drama
tt0363163,History
tt0080678,Biography
tt0080678,Drama
tt7466810,Adventure
tt7466810,Comedy
tt7466810,Drama
tt0118799,Comedy
tt0118799,Drama
tt0118799,Romance
tt0088763,Adventure
tt0088763,Comedy
tt0088763,Sci-Fi
tt1675434,Biography
tt1675434,Comedy
tt1675434,Drama
tt0027977,Comedy
tt0027977,Drama
tt0027977,Romance
tt0021749,Comedy
tt0021749,Drama
tt0021749,Romance
tt4633694,Animation
tt4633694,Action
tt4633694,Adventure
tt1187043,Comedy
tt1187043,Drama
tt0057012,Comedy
tt0057012,War
tt0032553,Comedy
tt0032553,Drama
tt0032553,War
tt0114709,Animation
tt0114709,Adventure
tt0114709,Comedy
tt0053604,Comedy
tt0053604,Drama
tt0053604,Romance
tt1049413,Animation
tt1049413,Adventure
tt1049413,Comedy
tt0211915,Comedy
tt0211915,Romance
tt0435761,Animation
tt0435761,Adventure
tt0435761,Comedy
tt0045152,Comedy
tt0045152,Musical
tt0045152,Romance
tt0070735,Comedy
tt0070735,Crime
tt0070735,Drama
tt9052870,Comedy
tt9052870,Drama
tt9052870,Romance
tt4729430,Animation
tt4729430,Adventure
tt4729430,Comedy
tt0993846,Biography
tt0993846,Comedy
tt0993846,Crime
tt0068646,Crime
tt0068646,Drama
tt0468569,Action
tt0468569,Crime
tt0468569,Drama
tt0071562,Crime
tt0071562,Drama
tt0050083,Crime
tt0050083,Drama
tt0110912,Crime
tt0110912,Drama
tt0099685,Biography
tt0099685,Crime
tt0099685,Drama
tt15097216,Crime
tt15097216,Drama
tt15097216,Mystery
tt0120689,Crime
tt0120689,Drama
tt0120689,Fantasy
tt0114369,Crime
tt0114369,Drama
tt0114369,Mystery
tt0102926,Crime
tt0102926,Drama
tt0102926,Thriller
tt0317248,Crime
tt0317248,Drama
tt0407887,Crime
tt0407887,Drama
tt0407887,Thriller
tt0110413,Action
tt0110413,Crime
tt0110413,Drama
tt0114814,Crime
tt0114814,Drama
tt0114814,Mystery
tt0120586,Crime
tt0120586,Drama
tt7286456,Crime
tt7286456,Drama
tt7286456,Thriller
tt0051201,Crime
tt0051201,Drama
tt0051201,Mystery
tt0057565,Crime
tt0057565,Drama
tt0057565,Mystery
tt9900782,Action
tt9900782,Crime
tt9900782,Thriller
tt10280296,Biography
tt10280296,Crime
tt10280296,Drama
tt0111161,Drama
tt23849204,Biography
tt23849204,Drama
tt0068646,Crime
tt0068646,Drama
tt0468569,Action
tt0468569,Crime
tt0468569,Drama
tt0167260,Action
tt0167260,Adventure
tt0167260,Drama
tt0108052,Biography
tt0108052,Drama
tt0108052,History
tt0071562,Crime
tt0071562,Drama
tt0050083,Crime
tt0050083,Drama
tt0120737,Action
tt0120737,Adventure
tt0120737,Drama
tt0110912,Crime
tt0110912,Drama
tt0109830,Drama
tt0109830,Romance
tt0137523,Drama
tt0167261,Action
tt0167261,Adventure
tt0167261,Drama
tt7466810,Adventure
tt7466810,Comedy
tt7466810,Drama
tt0816692,Adventure
tt0816692,Drama
tt0816692,Sci-Fi
tt0099685,Biography
tt0099685,Crime
tt0099685,Drama
tt0073486,Drama
tt15097216,Crime
tt15097216,Drama
tt15097216,Mystery
tt9263550,Biography
tt9263550,Drama
tt10189514,Action
tt10189514,Drama
tt0038650,Drama
tt0038650,Family
tt0038650,Fantasy
tt9362722,Animation
tt9362722,Action
tt9362722,Adventure
tt0245429,Animation
tt0245429,Adventure
tt0245429,Family
tt0110357,Animation
tt0110357,Adventure
tt0110357,Drama
tt4633694,Animation
tt4633694,Action
tt4633694,Adventure
tt2380307,Animation
tt2380307,Adventure
tt2380307,Drama
tt0910970,Animation
tt0910970,Adventure
tt0910970,Family
tt0114709,Animation
tt0114709,Adventure
tt0114709,Comedy
tt1049413,Animation
tt1049413,Adventure
tt1049413,Comedy
tt0435761,Animation
tt0435761,Adventure
tt0435761,Comedy
tt0986264,Drama
tt0986264,Family
tt4729430,Animation
tt4729430,Adventure
tt4729430,Comedy
tt0347149,Animation
tt0347149,Adventure
tt0347149,Family
tt0266543,Animation
tt0266543,Adventure
tt0266543,Comedy
tt0118849,Drama
tt0118849,Family
tt0118849,Sport
tt0012349,Comedy
tt0012349,Drama
tt0012349,Family
tt0476735,Drama
tt0476735,Family
tt0059742,Biography
tt0059742,Drama
tt0059742,Family
tt0032138,Adventure
tt0032138,Family
tt0032138,Fantasy
tt1201607,Adventure
tt1201607,Family
tt1201607,Fantasy
tt0167260,Action
tt0167260,Adventure
tt0167260,Drama
tt0120737,Action
tt0120737,Adventure
tt0120737,Drama
tt0167261,Action
tt0167261,Adventure
tt0167261,Drama
tt0080684,Action
tt0080684,Adventure
tt0080684,Fantasy
tt0038650,Drama
tt0038650,Family
tt0038650,Fantasy
tt9362722,Animation
tt9362722,Action
tt9362722,Adventure
tt0120689,Crime
tt0120689,Drama
tt0120689,Fantasy
tt0245429,Animation
tt0245429,Adventure
tt0245429,Family
tt0076759,Action
tt0076759,Adventure
tt0076759,Fantasy
tt4633694,Animation
tt4633694,Action
tt4633694,Adventure
tt5311514,Animation
tt5311514,Drama
tt5311514,Fantasy
tt2380307,Animation
tt2380307,Adventure
tt2380307,Drama
tt0114709,Animation
tt0114709,Adventure
tt0114709,Comedy
tt0119698,Animation
tt0119698,Action
tt0119698,Adventure
tt0086190,Action
tt0086190,Adventure
tt0086190,Fantasy
tt0435761,Animation
tt0435761,Adventure
tt0435761,Comedy
tt4729430,Animation
tt4729430,Adventure
tt4729430,Comedy
tt10872600,Action
tt10872600,Adventure
tt10872600,Fantasy
tt0347149,Animation
tt0347149,Adventure
tt0347149,Family
tt0457430,Drama
tt0457430,Fantasy
tt0457430,War
tt0043014,Drama
tt0043014,Film-Noir
tt0036775,Crime
tt0036775,Drama
tt0036775,Film-Noir
tt0041959,Film-Noir
tt0041959,Mystery
tt0041959,Thriller
tt0032976,Drama
tt0032976,Film-Noir
tt0032976,Mystery
tt0043338,Drama
tt0043338,Film-Noir
tt0042041,Action
tt0042041,Crime
tt0042041,Drama
tt0033870,Crime
tt0033870,Film-Noir
tt0033870,Mystery
tt0048424,Crime
